Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,FRI,DRI
171.57650756835938,8.345999717712402,6.9720001220703125,161.07749938964844,6.248000144958496,6.613500118255615,152.07150268554688,141.87950134277344,5.663000106811523,78.77449798583984,74.6780014038086,11.878999710083008,127.84249877929688,116.21549987792969,96.77549743652344,63.23099899291992,7.3379998207092285,13.838500022888184,3.5864999294281006,37.285499572753906,2.997999906539917,5.304500102996826,28.746000289916992,2.9809999465942383,7.149499893188477,6.168499946594238,0.6039999723434448,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.03635900467634201,0.3706456422805786
514.7294921875,25.03799819946289,20.916000366210938,483.23248291015625,18.743999481201172,19.840499877929688,456.2145080566406,425.63848876953125,16.98900032043457,236.323486328125,224.03399658203125,35.637001037597656,383.5274963378906,348.646484375,290.32647705078125,189.6929931640625,22.013999938964844,41.515499114990234,10.759499549865723,111.85649871826172,8.993999481201172,15.91349983215332,86.23799896240234,8.942999839782715,21.44849967956543,18.50550079345703,1.8119999170303345,1.8870000839233398,8.972999572753906,3.7725000381469727,-0.4691177308559418,0.6819207072257996
343.1529998779297,19.861846312377025,13.944000244140625,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,11.326000213623047,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,188.54293573641908,181.84158204660628,126.46199607849121,14.675999879837036,27.67699956893921,7.172999739646912,53.91958323634208,4.079533911599038,12.964661798795966,30.52694456966778,5.961999893188477,14.298999786376953,15.834214826176035,1.8119999170303345,1.455567830845324,2.990999937057495,1.2575000524520874,-0.22899499535560608,0.5083356499671936
514.7294921875,25.03799819946289,13.674422883763786,483.23248291015625,9.372905611652673,19.840499877929688,456.2145080566406,425.63848876953125,16.98900032043457,236.323486328125,224.03399658203125,12.451033940849472,383.5274963378906,348.646484375,290.32647705078125,97.97554017037436,22.013999938964844,41.515499114990234,5.276953758345727,74.57099914550781,5.995999693870544,10.608999967575073,71.2280948324458,5.961999893188477,14.298999786376953,17.82321620812231,1.728768089884274,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.429069846868515,0.6536024212837219
514.7294921875,18.588007038689575,20.916000366210938,460.56390740529463,18.743999481201172,6.765294657263526,456.2145080566406,383.3478965396365,16.98900032043457,155.77136008700174,149.35599899291992,12.471316342020293,347.8009078371971,238.29621369338605,203.12999965314305,136.29634016462688,20.07834307895334,29.724219514146515,7.172999739646912,74.57099914550781,5.995999693870544,7.112652681578223,35.64236262043544,8.21950591358518,16.76875651797919,15.834214826176035,1.8119999170303345,0.6290000081062317,4.43023921187348,1.2575000524520874,-0.33881711959838867,0.5880237817764282
514.7294921875,25.03799819946289,13.674422883763786,483.23248291015625,11.43114064606684,9.779674548287833,304.14300537109375,283.75899505615234,14.621629067782683,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,14.675999879837036,27.67699956893921,7.172999739646912,81.58598540952846,7.869927335050102,14.238436680398562,71.2280948324458,7.793522062942427,14.298999786376953,15.834214826176035,1.8119999170303345,1.7460468109453746,2.990999937057495,1.2575000524520874,-0.2769556939601898,0.5414098501205444
514.7294921875,24.63982553865233,9.214378417069,474.9746219296221,15.429023867437614,7.707976345827424,456.2145080566406,425.63848876953125,16.98900032043457,155.77136008700174,149.35599899291992,12.471316342020293,255.68499755859375,238.29621369338605,181.84158204660628,136.29634016462688,14.675999879837036,20.609094690479758,7.172999739646912,74.57099914550781,5.995999693870544,7.112652681578223,43.62300150723119,8.012974309665742,16.76875651797919,15.834214826176035,1.8119999170303345,0.9751679772112062,2.990999937057495,1.2575000524520874,-0.3244883418083191,0.5770959854125977
514.7294921875,25.03799819946289,20.916000366210938,483.23248291015625,18.743999481201172,19.840499877929688,456.2145080566406,425.63848876953125,16.98900032043457,236.323486328125,224.03399658203125,35.637001037597656,383.5274963378906,348.646484375,290.32647705078125,181.41925014955171,22.013999938964844,41.515499114990234,9.465906263203745,92.12632774353055,8.993999481201172,10.402373878889883,86.23799896240234,5.961999893188477,14.298999786376953,15.834214826176035,1.8119999170303345,1.6931677465594261,2.990999937057495,1.2575000524520874,-0.45995205640792847,0.6753526926040649
514.7294921875,24.63982553865233,20.916000366210938,460.56390740529463,18.743999481201172,6.765294657263526,456.2145080566406,416.2061390309773,16.98900032043457,155.77136008700174,149.35599899291992,12.471316342020293,255.68499755859375,238.29621369338605,203.12999965314305,136.29634016462688,20.07834307895334,19.342186728440602,7.172999739646912,74.57099914550781,5.995999693870544,7.112652681578223,35.64236262043544,8.012974309665742,16.76875651797919,15.834214826176035,1.8119999170303345,0.9751679772112062,3.047511125043278,1.2575000524520874,-0.3260982632637024,0.5784235596656799
514.7294921875,25.03799819946289,20.916000366210938,483.23248291015625,18.743999481201172,19.840499877929688,456.2145080566406,425.63848876953125,13.831628640612964,157.54899215698242,149.35599899291992,23.758000373840332,255.68499755859375,232.43099212646484,227.911550807397,121.3929516648517,14.675999879837036,20.37702412486977,7.172999739646912,87.42262991231749,5.995999693870544,7.112652681578223,48.1233822720977,5.175207245055319,15.501226092470468,15.834214826176035,1.8119999170303345,1.3305209364556645,3.4594418863671326,1.2575000524520874,-0.33755436539649963,0.5877225995063782
514.7294921875,24.63982553865233,20.916000366210938,335.25393153970293,18.743999481201172,14.792918269301552,304.14300537109375,298.21972692252734,14.457961092605967,166.38616217462933,149.35599899291992,25.03177128041378,255.68499755859375,247.96785898150947,181.84158204660628,131.09621261417408,11.488284922759046,20.24319549436657,7.8713404838864784,74.57099914550781,5.995999693870544,10.608999967575073,69.21735452319757,7.199646251986822,16.084578292125073,17.82321620812231,1.4667773346786648,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.2670208215713501,0.5366368889808655
343.1529998779297,19.861846312377025,13.944000244140625,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,11.326000213623047,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,188.54293573641908,181.84158204660628,126.46199607849121,14.675999879837036,27.67699956893921,7.8713404838864784,74.57099914550781,5.995999693870544,10.608999967575073,43.62300150723119,5.961999893188477,8.581134989753982,15.834214826176035,1.8119999170303345,0.9751679772112062,2.990999937057495,1.2575000524520874,-0.23508496582508087,0.5126262307167053
514.7294921875,24.63982553865233,20.916000366210938,474.9746219296221,12.495999813079834,11.250143145299663,304.14300537109375,283.75899505615234,11.326000213623047,166.38616217462933,149.35599899291992,13.128262620506508,255.68499755859375,247.96785898150947,181.84158204660628,126.46199607849121,14.675999879837036,27.67699956893921,7.8713404838864784,74.57099914550781,5.995999693870544,10.608999967575073,47.086964569915864,7.199646251986822,16.084578292125073,12.337000370025635,1.8119999170303345,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.27156370878219604,0.5399619936943054
514.7294921875,16.691998958587646,7.733808936365148,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,6.509905203693114,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,238.29621369338605,181.84158204660628,136.29634016462688,12.091485359121332,20.609094690479758,7.172999739646912,74.57099914550781,5.995999693870544,12.964661798795966,30.52694456966778,5.961999893188477,14.298999786376953,15.824709306499503,1.8119999170303345,1.455567830845324,4.941381753527962,1.2575000524520874,-0.25067058205604553,0.520210325717926
514.7294921875,14.036096703718464,7.6581985514628155,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,6.509905203693114,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,238.29621369338605,181.84158204660628,105.76252427270853,12.091485359121332,20.609094690479758,7.172999739646912,74.57099914550781,5.995999693870544,12.964661798795966,30.52694456966778,4.452403583905635,14.298999786376953,15.824709306499503,1.8119999170303345,1.455567830845324,8.37959481291276,1.2575000524520874,-0.2436869591474533,0.5158178806304932
514.7294921875,25.03799819946289,7.733808936365148,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,14.621629067782683,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,14.675999879837036,27.67699956893921,7.172999739646912,74.57099914550781,3.798543621508418,10.608999967575073,71.2280948324458,7.793522062942427,14.298999786376953,15.834214826176035,1.8119999170303345,1.7460468109453746,2.990999937057495,1.2575000524520874,-0.25779861211776733,0.5273952484130859
514.7294921875,17.732122666984488,20.916000366210938,483.23248291015625,10.824318504638299,19.840499877929688,456.2145080566406,425.63848876953125,16.98900032043457,236.323486328125,213.03937849574868,35.637001037597656,383.5274963378906,348.646484375,290.32647705078125,189.6929931640625,22.013999938964844,41.515499114990234,10.759499549865723,111.85649871826172,7.897136637127168,15.91349983215332,86.23799896240234,8.942999839782715,21.44849967956543,7.723429874543851,1.8119999170303345,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.4623788893222809,0.6802724599838257
514.7294921875,20.142617777235287,7.733808936365148,322.15499114990234,12.495999813079834,10.484058905501279,304.14300537109375,283.75899505615234,6.509905203693114,157.54899215698242,149.35599899291992,12.392783333730598,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,14.675999879837036,27.67699956893921,10.135428767488477,94.27419609568273,4.411544038181412,8.553121850279444,86.23799896240234,5.961999893188477,14.298999786376953,15.834214826176035,1.8119999170303345,1.6931677465594261,6.600260408965781,1.5000405254468556,-0.2657715976238251,0.5293376445770264
514.7294921875,16.691998958587646,7.733808936365148,322.15499114990234,9.360200128147738,13.226999998092651,304.14300537109375,280.6212387231767,16.37234564995442,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,7.5594349544646455,27.67699956893921,10.135428767488477,94.27419609568273,6.788205622346091,8.553121850279444,86.23799896240234,3.1613285710734895,14.298999786376953,15.834214826176035,1.8119999170303345,1.6931677465594261,6.600260408965781,1.59666152022591,-0.2661002278327942,0.5297738909721375
487.75247319801423,14.036096703718464,7.6581985514628155,322.15499114990234,17.94160690238514,13.226999998092651,304.14300537109375,283.75899505615234,13.022317672896087,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,182.50811286832874,181.84158204660628,105.76252427270853,12.091485359121332,20.609094690479758,7.172999739646912,74.57099914550781,5.995999693870544,12.964661798795966,71.2280948324458,5.237587895176617,14.298999786376953,12.337000370025635,1.8119999170303345,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.23805981874465942,0.5138754844665527
514.7294921875,25.03799819946289,12.192291269485018,470.4172041535737,18.743999481201172,19.840499877929688,456.2145080566406,425.63848876953125,16.98900032043457,236.323486328125,224.03399658203125,27.46963008824642,383.5274963378906,348.646484375,290.32647705078125,189.6929931640625,22.013999938964844,41.515499114990234,3.9362608866391953,111.85649871826172,8.993999481201172,15.91349983215332,86.23799896240234,8.942999839782715,13.954178780861195,6.17627425687934,1.8119999170303345,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.4609278440475464,0.6790592074394226
514.7294921875,13.8159230857325,7.6581985514628155,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,11.326000213623047,157.54899215698242,149.35599899291992,20.234541121983746,283.4368445525879,188.54293573641908,184.08672081999825,126.46199607849121,14.675999879837036,27.67699956893921,7.150870731957019,53.91958323634208,6.778746287639283,12.964661798795966,30.52694456966778,5.961999893188477,14.298999786376953,15.834214826176035,1.8119999170303345,1.455567830845324,4.941381753527962,1.2575000524520874,-0.24184685945510864,0.5155506730079651
514.7294921875,16.691998958587646,7.733808936365148,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,6.509905203693114,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,14.675999879837036,27.67699956893921,7.172999739646912,74.57099914550781,5.995999693870544,10.608999967575073,71.2280948324458,5.961999893188477,14.298999786376953,15.834214826176035,1.8119999170303345,1.7460468109453746,2.990999937057495,1.2575000524520874,-0.2573668956756592,0.5248433947563171
343.1529998779297,16.691998958587646,13.944000244140625,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,11.326000213623047,157.54899215698242,149.35599899291992,23.758000373840332,255.68499755859375,232.43099212646484,193.55098724365234,126.46199607849121,14.675999879837036,27.67699956893921,7.172999739646912,74.57099914550781,5.995999693870544,10.608999967575073,57.49199962615967,5.961999893188477,14.298999786376953,12.337000370025635,1.2079999446868896,1.2580000460147858,5.981999754905701,2.51500004529953,-0.25217288732528687,0.5231972932815552
514.7294921875,16.691998958587646,7.733808936365148,322.15499114990234,12.495999813079834,13.226999998092651,304.14300537109375,283.75899505615234,6.509905203693114,157.54899215698242,149.35599899291992,12.471316342020293,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,19.967067392930133,27.67699956893921,7.172999739646912,73.56501648244142,5.995999693870544,9.78280594603591,43.62300150723119,5.961999893188477,14.298999786376953,15.834214826176035,1.8119999170303345,0.9751679772112062,2.990999937057495,1.2575000524520874,-0.2519426941871643,0.5216705799102783
343.1529998779297,19.584828019280252,13.944000244140625,322.15499114990234,12.495999813079834,10.823923428867886,304.14300537109375,283.75899505615234,12.357363170929204,157.54899215698242,149.35599899291992,20.596167047241337,255.68499755859375,232.43099212646484,181.84158204660628,136.29634016462688,14.675999879837036,27.67699956893921,7.139612821512544,74.57099914550781,5.995999693870544,10.608999967575073,71.2280948324458,7.777009258734206,14.298999786376953,15.834214826176035,1.8119999170303345,1.7460468109453746,2.990999937057495,1.2575000524520874,-0.2536561191082001,0.5246454477310181
514.7294921875,20.142617777235287,7.733808936365148,322.15499114990234,12.495999813079834,10.484058905501279,304.14300537109375,283.75899505615234,6.509905203693114,157.54899215698242,144.0170770900811,12.471316342020293,255.68499755859375,238.29621369338605,181.84158204660628,136.29634016462688,19.948927188982843,17.53344235301877,5.276953758345727,74.57099914550781,4.8048552348715035,10.608999967575073,71.2280948324458,5.961999893188477,15.455424427536682,14.37997159599985,1.728768089884274,0.6290000081062317,2.990999937057495,1.2575000524520874,-0.25543665885925293,0.5247053503990173
